OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown
340,02/17/2021 10:00:00 AM,6369,34721,49653,39560,3591,2001,7364,4964,8626,2253,16511,1831,12129,15384,1097,61942,71402,2504,2351,4936,1811,12136,6641,3203,0
341,02/18/2021 10:00:00 AM,6374,34860,49762,39633,3598,2005,7381,4966,8656,2264,16582,1832,12168,15425,1099,62085,71586,2515,2356,4956,1818,12164,6664,3217,0
342,02/19/2021 10:00:00 AM,6382,34964,49897,39701,3602,2013,7406,4971,8686,2281,16629,1833,12212,15461,1103,62234,71817,2529,2361,4979,1832,12189,6672,3220,0
343,02/20/2021 10:00:00 AM,6382,35040,49977,39785,3611,2016,7423,4971,8714,2287,16659,1833,12262,15505,1104,62336,71993,2535,2362,4984,1844,12203,6685,3226,0
344,02/21/2021 10:00:00 AM,6391,35094,50063,39839,3613,2017,7434,4972,8733,2301,16691,1833,12285,15519,1105,62436,72122,2546,2365,5001,1847,12232,6689,3227,0
345,02/22/2021 10:00:00 AM,6393,35166,50132,39899,3620,2021,7447,4974,8751,2306,16715,1835,12309,15568,1105,62523,72250,2549,2365,5011,1851,12249,6698,3229,0
346,02/23/2021 10:00:00 AM,6395,35218,50194,39980,3623,2022,7460,4978,8771,2318,16747,1836,12336,15603,1107,62626,72416,2549,2369,5025,1855,12264,6703,3233,0
347,02/24/2021 10:00:00 AM,6398,35297,50351,40037,3626,2025,7475,4979,8801,2320,16778,1836,12373,15647,1108,62767,72609,2555,2370,5034,1860,12281,6719,3244,0
348,02/25/2021 10:00:00 AM,6399,35410,50482,40141,3634,2027,7486,4991,8830,2327,16826,1840,12403,15682,1109,62896,72788,2559,2372,5066,1867,12344,6735,3252,0
349,02/26/2021 10:00:00 AM,6400,35510,50669,40186,3639,2036,7516,4998,8864,2336,16869,1841,12432,15724,1120,63039,72990,2563,2381,5079,1870,12366,6750,3258,0
350,02/27/2021 10:00:00 AM,6405,35604,50779,40303,3647,2040,7531,5004,8885,2342,16910,1841,12457,15757,1121,63166,73149,2571,2384,5099,1873,12383,6759,3262,0
351,02/28/2021 10:00:00 AM,6406,35712,50891,40401,3656,2046,7543,5014,8899,2347,16938,1842,12483,15798,1122,63276,73320,2574,2389,5117,1880,12408,6772,3265,0
352,03/01/2021 10:00:00 AM,6408,35772,50972,40474,3661,2049,7548,5023,8921,2348,16969,1844,12515,15827,1125,63395,73413,2577,2390,5123,1886,12417,6779,3266,0
353,03/02/2021 10:00:00 AM,6409,35827,51062,40481,3664,2051,7555,5025,8929,2354,17003,1844,12529,15831,1126,63499,73509,2579,2390,5134,1890,12427,6783,3269,0
354,03/03/2021 10:00:00 AM,6409,35963,51183,40540,3668,2050,7569,5027,8963,2354,17035,1844,12567,15868,1128,63595,73685,2582,2393,5132,1893,12448,6790,3270,0
355,03/04/2021 10:00:00 AM,6411,36084,51318,40608,3673,2051,7574,5041,8994,2355,17095,1844,12592,15893,1129,63702,73834,2585,2397,5150,1897,12465,6797,3276,0
356,03/05/2021 10:00:00 AM,6416,36149,51492,40728,3684,2056,7604,5046,9033,2358,17141,1844,12635,15934,1133,63796,73994,2593,2400,5164,1905,12484,6809,3280,0
357,03/06/2021 10:00:00 AM,6418,36241,51639,40817,3691,2057,7637,5053,9057,2369,17166,1846,12679,16057,1135,63898,74165,2597,2401,5186,1906,12500,6816,3279,0
358,03/07/2021 10:00:00 AM,6421,36331,51730,40892,3701,2058,7661,5059,9074,2375,17196,1847,12700,16088,1139,63987,74327,2601,2401,5201,1907,12519,6821,3283,0
359,03/08/2021 10:00:00 AM,6422,36385,51862,41000,3710,2059,7674,5066,9104,2378,17219,1848,12750,16114,1141,64081,74452,2604,2404,5215,1907,12526,6828,3286,0
360,03/09/2021 10:00:00 AM,6423,36440,51966,41047,3714,2060,7696,5068,9116,2379,17247,1848,12771,16202,1142,64166,74571,2604,2413,5220,1905,12538,6840,3290,0
361,03/10/2021 10:00:00 AM,6426,36543,52096,41193,3718,2063,7717,5072,9132,2380,17282,1849,12823,16283,1142,64273,74704,2605,2415,5233,1908,12571,6845,3293,0
362,03/11/2021 10:00:00 AM,6432,36655,52271,41282,3736,2063,7736,5080,9158,2382,17324,1854,12864,16326,1144,64399,74851,2607,2414,5248,1911,12599,6859,3295,0
363,03/12/2021 10:00:00 AM,6433,36770,52450,41415,3741,2066,7769,5096,9199,2384,17360,1858,12918,16370,1147,64514,74991,2617,2418,5249,1914,12613,6889,3299,0
364,03/13/2021 10:00:00 AM,6434,36870,52606,41588,3747,2068,7802,5107,9225,2394,17407,1859,12966,16459,1153,64647,75180,2621,2421,5255,1914,12649,6908,3301,0
365,03/14/2021 10:00:00 AM,6439,36965,52740,41722,3755,2068,7822,5115,9253,2396,17451,1871,13006,16480,1155,64773,75325,2624,2422,5263,1918,12665,6912,3301,0
366,03/15/2021 10:00:00 AM,6440,37012,52828,41814,3757,2070,7841,5124,9275,2402,17484,1873,13042,16501,1163,64857,75427,2626,2424,5269,1921,12683,6919,3306,0
367,03/16/2021 10:00:00 AM,6443,37074,52936,41906,3767,2070,7849,5132,9296,2404,17524,1874,13075,16544,1164,64934,75541,2629,2430,5277,1921,12698,6924,3304,0
368,03/17/2021 10:00:00 AM,6450,37165,53073,42036,3773,2071,7866,5143,9334,2405,17545,1874,13119,16585,1169,65053,75719,2632,2432,5278,1923,12753,6929,3306,0
369,03/18/2021 10:00:00 AM,6454,37295,53282,42230,3783,2073,7895,5164,9357,2413,17593,1875,13187,16621,1211,65157,75847,2636,2433,5291,1923,12782,6936,3308,0
370,03/19/2021 10:00:00 AM,6457,37450,53445,42418,3791,2077,7919,5183,9391,2418,17646,1879,13243,16649,1218,65289,76022,2651,2437,5300,1924,12832,6950,3309,0
371,03/20/2021 10:00:00 AM,6458,37629,53628,42550,3805,2080,7946,5203,9428,2429,17686,1884,13294,16710,1219,65408,76196,2658,2443,5306,1926,12857,6960,3313,0
372,03/21/2021 10:00:00 AM,6462,37722,53801,42736,3816,2081,7966,5217,9451,2434,17745,1887,13350,16741,1220,65505,76370,2659,2447,5317,1932,12878,6970,3316,0
373,03/22/2021 10:00:00 AM,6463,37799,53914,42839,3821,2083,7984,5226,9465,2440,17772,1888,13376,16776,1220,65596,76481,2663,2447,5323,1940,12894,6977,3318,0
374,03/23/2021 10:00:00 AM,6463,37879,54031,42970,3829,2083,8012,5248,9484,2443,17788,1889,13415,16798,1214,65686,76587,2666,2453,5334,1940,12908,6986,3321,0
375,03/24/2021 10:00:00 AM,6467,38011,54243,43156,3843,2087,8029,5269,9531,2444,17838,1889,13472,16848,1214,65825,76750,2671,2459,5337,1940,12947,7005,3325,0
376,03/25/2021 10:00:00 AM,6476,38186,54484,43351,3855,2092,8063,5277,9556,2449,17893,1893,13550,16915,1214,65986,76950,2679,2465,5361,1943,12998,7015,3331,0
377,03/26/2021 10:00:00 AM,6478,38308,54740,43578,3869,2099,8098,5289,9596,2455,17961,1894,13634,16959,1215,66113,77153,2687,2468,5378,1944,13046,7039,3342,0
378,03/27/2021 10:00:00 AM,6486,38446,55000,43782,3883,2104,8132,5300,9620,2463,18003,1897,13742,17044,1215,66250,77370,2690,2468,5379,1948,13087,7051,3349,0
379,03/28/2021 10:00:00 AM,6499,38572,55245,44016,3891,2110,8176,5311,9648,2463,18053,1899,13826,17106,1215,66392,77573,2692,2469,5390,1952,13132,7062,3352,0
380,03/29/2021 10:00:00 AM,6508,38671,55451,44237,3898,2112,8192,5320,9676,2464,18097,1900,13898,17148,1216,66491,77701,2692,2469,5396,1954,13156,7066,3362,0
381,03/30/2021 10:00:00 AM,6510,38776,55611,44390,3903,2117,8220,5329,9695,2465,18133,1901,13944,17212,1216,66589,77820,2701,2475,5400,1958,13172,7072,3369,0
382,03/31/2021 10:00:00 AM,6530,38894,55856,44629,3907,2120,8260,5347,9724,2468,18183,1904,14053,17270,1220,66704,78011,2709,2480,5409,1958,13245,7082,3381,0
383,04/01/2021 10:00:00 AM,6536,39062,56179,44869,3923,2125,8311,5369,9764,2476,18252,1906,14145,17342,1223,66831,78242,2719,2480,5431,1965,13294,7091,3393,0
384,04/02/2021 10:00:00 AM,6546,39217,56503,45097,3925,2132,8341,5397,9803,2481,18286,1906,14259,17405,1229,66951,78442,2724,2481,5453,1969,13326,7108,3404,0
385,04/03/2021 10:00:00 AM,6557,39345,56735,45318,3932,2138,8371,5423,9826,2489,18347,1910,14330,17470,1232,67061,78633,2730,2481,5462,1971,13363,7127,3409,0
386,04/04/2021 10:00:00 AM,6559,39483,57083,45660,3944,2148,8416,5447,9872,2495,18384,1913,14437,17567,1240,67212,78840,2735,2483,5477,1973,13409,7135,3417,0
387,04/05/2021 10:00:00 AM,6559,39578,57222,45825,3951,2151,8439,5463,9895,2500,18425,1914,14490,17605,1244,67303,78948,2739,2484,5485,1975,13425,7144,3424,0
388,04/06/2021 10:00:00 AM,6560,39658,57383,45967,3953,2156,8469,5473,9906,2501,18479,1914,14553,17641,1246,67375,79087,2745,2485,5499,1976,13444,7156,3429,0
389,04/07/2021 10:00:00 AM,6588,39773,57709,46254,3960,2158,8503,5496,9937,2505,18507,1916,14652,17718,1246,67505,79286,2752,2486,5511,1979,13484,7164,3437,0
390,04/08/2021 10:00:00 AM,6592,39902,57972,46503,3967,2164,8537,5511,9965,2515,18575,1918,14738,17749,1248,67613,79453,2756,2487,5523,1990,13529,7171,3445,0
391,04/09/2021 10:00:00 AM,6602,40112,58366,46778,3977,2172,8581,5539,10010,2521,18652,1919,14849,17834,1251,67773,79706,2770,2491,5545,1995,13587,7183,3450,0
392,04/10/2021 10:00:00 AM,6620,40271,58697,47071,3984,2175,8622,5587,10042,2546,18680,1922,14950,17891,1254,67911,79901,2780,2495,5555,2000,13632,7207,3454,0
393,04/11/2021 10:00:00 AM,6632,40427,58992,47368,3994,2181,8655,5613,10079,2553,18742,1923,15044,17933,1258,68042,80109,2788,2496,5564,2004,13661,7212,3460,0
394,04/12/2021 10:00:00 AM,6636,40489,59201,47579,4003,2186,8669,5636,10094,2557,18791,1923,15107,17967,1261,68144,80228,2791,2501,5578,2011,13678,7223,3462,0
395,04/13/2021 10:00:00 AM,6643,40587,59421,47749,4009,2189,8700,5651,10125,2562,18847,1923,15138,18059,1264,68260,80370,2796,2505,5596,2013,13683,7237,3472,0
396,04/14/2021 10:00:00 AM,6652,40740,59751,48045,4016,2191,8725,5669,10150,2566,18903,1926,15225,18156,1265,68377,80598,2805,2506,5612,2018,13732,7248,3475,0
